,salary,German,German_must_have,English,English_must_have,consulting,backend-developer,full-stack-developer,business-analyst,php-developer,system-engineer,tech-lead,software-architect,c-c-developer,key-account-manager,customer-success-manager,data-analyst,cloud-engineer,performance-marketing-manager,c-net-developer,data-scientist,scrum-master-agile-coach,presales-manager,product-owner,security,business-development-manager,mobile-developer,qa-engineer,java-developer,engineering-manager,system-administrator,project-manager,data-engineer,online-marketing-manager,devops-engineer,sales-manager,content-marketing-manager,frontend-developer,midlevel,junior,senior,none,apprenticeship,bachelor,master,doctorate,talent_id,talent_or_job,matched_job_id,job_id,matched_talent_id
0,-0.22347920575995708,0.12157721707338807,0.028433156504607662,0.18413683364048933,0.09339027844195902,-0.05106270525027583,0.31953465230369493,0.25110307257737763,-0.027047188017511256,-0.048489164022582874,-0.026928869239493766,-0.028545993650595063,-0.036882934196136835,-0.03387089042338468,-0.05214142094666401,-0.04409455189531536,-0.034834615915109716,-0.0310430655794392,-0.020248101539253882,-0.03715528339617596,-0.032280248670061386,-0.024713741744054718,-0.025346387925011774,-0.03577726076888224,-0.023802661364729864,-0.041572434848542755,0.5487803032845496,-0.024713741744054718,0.40400897571977146,-0.02366991742418092,-0.026571122977863394,-0.022858749139507528,-0.032683906211612795,-0.030194612091470893,-0.035024775067042636,-0.06669602599467618,-0.02571926592531818,0.22129956666463563,-0.18881805704250795,0.16548545137275444,-0.12352334210227403,-0.1108506482793866,-0.11017019094652913,0.1769824880229041,-0.1552898879245043,-0.14217704990446522,0.0,talent,0.0,-1.0,-1.0
1,-0.23270598052628186,0.10862987032888705,0.025405171943293,0.16452721030013268,0.0834446953248224,-0.04562479042953687,-0.06729717971288211,0.2243618900801139,-0.024166801953771654,-0.04332531807295565,-0.024061083515540302,-0.025505992515041195,-0.032955091879235135,0.634874981194138,-0.04658862846631024,-0.03939870947783821,-0.031124908933643024,-0.027737139158811652,-0.018091783128146174,-0.03319843729375114,-0.02884256862941925,-0.022081855676773073,-0.02264712830149475,-0.03196716697093376,-0.02126780066015339,-0.03714518489206157,0.49033803059386505,-0.022081855676773073,-0.053225997967655356,-0.021149193264821477,-0.023741435386170035,-0.02042441021993745,-0.029203238724125707,-0.026979041592534465,-0.03129481711638959,-0.05959324312284859,-0.022980296717393996,0.19773230387488694,-0.16870990754705908,0.14786210407405806,-0.11036874307676439,-0.09904562580334492,-0.0984376336678774,-0.12150230884872729,0.13847508815918097,-0.1270359271798666,1.0,talent,1.0,-1.0,-1.0
2,-0.24624469807355,-0.40632973877671275,0.023542086148013387,0.15246162345303862,0.07732528676903207,-0.042278900893673275,0.2645683151847755,-0.07935706659881803,-0.022394531900338924,0.410953738951042,-0.022296566313417046,-0.02363551305301076,0.5402716374929288,-0.028044421312421807,-0.04317205596245608,-0.036509408978540187,-0.028842366786592105,-0.02570303877626657,-0.016765023985064405,-0.030763833147574613,-0.0267274016849564,-0.020462484954282392,-0.020986303366455135,-0.029622857913242002,-0.019708128582545944,-0.03442114639746264,-0.0363110759158542,-0.020462484954282392,-0.04932267462174508,-0.019598219248929623,-0.02200035954829524,-0.01892658809762841,-0.027061622073605775,-0.025000536220734428,-0.02899981476940444,-0.055222978477340645,-0.02129503890921803,0.18323162474390117,-0.1563375830071796,-0.12041423030478882,0.1613201433393206,0.17976262261874654,-0.09121871944769722,-0.11259194893402094,-0.12857692809595675,-0.11771975990702638,2.0,talent,2.0,-1.0,-1.0
3,-0.22787331240026504,0.11449889518060585,0.02677775560785921,0.09909234060970308,0.08795302244629237,-0.048089794098184424,0.30093109170781024,0.2364836527653873,-0.025472479304060592,-0.04566608647955459,-0.02536104913903268,-0.026884023285816436,-0.034735580548183445,-0.03189890035005416,-0.049105706112158795,-0.04152733215179525,-0.032806516980177336,-0.02923571370875622,-0.019069241026876273,0.610023103818392,-0.030400867019732727,-0.02327488812122575,-0.023870701140338426,-0.0336942803037899,-0.022416851563352793,-0.0391520547575338,-0.04130173981268933,-0.02327488812122575,0.3804872530931418,-0.02229183608018378,-0.025024131148164836,-0.021527894655660247,-0.030781023299433198,-0.02843665785501134,-0.032985604915638615,-0.06281293052396217,-0.02422186988806906,0.2084153305775408,-0.17782492017781215,0.15585075729449105,-0.11633171526856904,-0.10439683571949347,0.2057324318479933,-0.12806680227963554,-0.14624878762723226,-0.13389938942485016,3.0,talent,3.0,-1.0,-1.0
4,0.020496184374449153,0.09577676519316501,0.02239922758388592,0.08288939228667971,0.07357150447242544,-0.0402264572969401,0.2517247565084255,0.19781535225476068,-0.02130738174673676,-0.038199058909206884,-0.02121417193248938,0.664172004556932,-0.029055839680932997,-0.026682995359284478,-0.04107625384970037,-0.03473704732545542,-0.02744220429952449,-0.024455276033199917,-0.015951160204315723,-0.029270392423713314,-0.02542991089673647,-0.01946912667556823,-0.019967516145096068,-0.028184806219469883,-0.01875139078998678,-0.032750160160300086,-0.034548342408627676,-0.01946912667556823,-0.046928288638160925,-0.018646817042282906,-0.020932344625336743,-0.018007790453227087,-0.025747906443157657,-0.02378687670271179,0.5413153914248976,-0.05254216024005026,-0.02026126401612593,0.1743365833171995,0.10041121131077466,-0.11456868061639562,-0.09730989421532084,-0.08732653014549761,-0.08679047574515945,-0.10712613455028133,0.12209069166308173,-0.11200501419881191,4.0,talent,4.0,-1.0,-1.0
5,0.023875757629860703,0.11156919700501787,0.026092589680040072,0.09655685195681199,0.08570255698117232,-0.046859314259827714,0.2932311285862149,0.23043271467580745,-0.02482071165139376,0.45547566262867883,-0.02471213266454248,-0.026196138273051155,-0.0338467967149466,-0.031082699023295447,-0.04784923200050187,-0.040464766883805146,-0.03196709234823991,-0.028487655686192312,-0.018581313867769938,-0.03409672661369549,-0.02962299606732296,-0.022679350520987667,-0.02325991839461372,-0.03283214035581874,-0.021843268656513485,-0.038150266022256143,-0.040244946805324644,-0.022679350520987667,-0.0546661966461252,-0.021721451960829558,-0.02438383543828212,-0.02097705760524632,-0.029993425238676052,-0.027709045378871415,0.6305717615950838,-0.06120572787218883,-0.023602101741760993,0.20308258031130927,-0.17327489073519392,-0.13345967231735043,0.17879725190086193,-0.10172562025787595,-0.10110117696125684,-0.12478994029419703,0.1422219721366132,-0.13047328827084728,5.0,talent,5.0,-1.0,-1.0
6,-0.09805469789377727,0.1058799829527862,0.024762058208525378,-0.045825170065131454,0.08133235261851529,0.41046450639426396,0.2782784830345093,-0.08346942110495922,-0.02355503666847577,-0.0422285686717673,-0.02345199441680189,-0.0248603265796987,-0.032120857327885825,-0.029497708427220198,-0.04540927069941349,-0.03840135936133934,-0.030337004152943367,-0.027034993343935484,-0.017633802594020344,-0.0323580426274962,-0.02811243965910719,-0.021522869313422035,-0.02207383246644802,-0.03115794103117212,-0.020729421516592603,-0.036204881136673125,-0.03819274850111106,-0.021522869313422035,0.3518460488872739,-0.020613816582537206,-0.02314043795092241,-0.019907380901407774,0.6412767179665706,-0.02629608647466499,-0.030502611231717183,-0.058084682848696695,-0.02239856696248505,-0.09471066040302213,-0.16443913705288288,-0.1266542039305881,0.16967989813906117,-0.09653835671400494,-0.09594575546405565,0.15413169725290998,-0.13523990005678116,-0.12382010365540191,6.0,talent,6.0,-1.0,-1.0
7,-0.1528834357251016,0.11061437989710005,0.025869287445326832,0.16753288288432597,0.08496910841477058,0.42881832409074827,-0.06852660120302681,-0.08720173538384594,-0.024608294239136325,-0.04411680855344082,-0.024500644478962205,-0.025971949862128335,-0.03355713342598169,-0.030816691078590353,0.41994681562977393,-0.040118466536346105,-0.03169351570267962,-0.02824385630658017,-0.01842229366466012,-0.03380492440691534,-0.02936948036413483,-0.022485259029292787,-0.02306085836184365,-0.03255116056800253,-0.021656332412765614,0.5267101570725221,-0.03990052769370159,-0.022485259029292787,-0.05419835945464509,-0.02153555823301074,-0.02417515684366897,-0.020797534457164812,-0.02973673937634387,-0.027471909401540436,-0.0318665278605424,0.3283047732215856,-0.023400113279615508,-0.09894562388432497,-0.17179199192003874,0.15056332943152814,-0.11238501931832073,-0.10085504517852494,-0.10023594591196558,-0.12372197912671114,0.1410048264031744,-0.1293566886079341,7.0,talent,7.0,-1.0,-1.0
8,-0.013677685091806757,0.08238017979470598,0.01926617997487708,0.07129540265719785,0.0632808359520368,-0.034599861228790774,-0.05103526081398268,-0.06494358731671501,-0.018327053912402084,-0.03285604117640005,-0.018246881636372052,-0.019342637921503317,-0.024991711634589964,0.4814616361005235,-0.035330794171285984,-0.029878271608325794,-0.023603780307243166,-0.021034642718210584,-0.013720023253191523,-0.025176254237276978,-0.021872952459935497,-0.01674592112966533,-0.017174599358927782,-0.02424251225394877,-0.016128577130000456,-0.02816929635146495,-0.029715961418113567,0.6598569527962066,-0.04036428718043032,-0.016038630428206167,-0.018004474365804213,-0.015488986418055645,-0.022146469008915405,-0.020459734420679124,0.4655999728252159,-0.04519292960717456,-0.01742725982810261,-0.0736898610566974,0.08636639193757345,-0.09854361325511193,-0.08369886543040224,-0.07511190464331212,-0.07465082979086186,0.119922544164178,-0.10522373513285994,-0.09633853460176368,8.0,talent,8.0,-1.0,-1.0
9,-0.16557660371903152,-0.0009257906207908754,0.02964746351254124,0.19200084435882486,0.09737873711226394,-0.05324346210080027,0.3331811557268065,0.26182703917936045,-0.02820230387491663,-0.050560011544275425,-0.028078932006107286,-0.029765119642910683,-0.038458109483490675,-0.03531742906567018,-0.05436824697102358,-0.0459777168323316,-0.03632231279524814,-0.03236883509344817,-0.021112845894755962,0.6753978181410708,-0.033658855092867174,-0.025769202110799545,-0.026428866983506643,-0.03730521558702846,-0.02481921183101304,-0.043347886651274085,-0.045727948302799255,-0.025769202110799545,-0.06211395995220787,-0.02468079873807002,-0.027705907321467868,-0.023834987541606907,-0.03407975181014751,-0.03148414633852389,-0.036520593155629284,-0.06954444177832408,-0.02681766964447473,0.2307507021588599,-0.1968819907761391,0.17255290951024344,-0.12879870644438854,-0.11558479445193083,-0.1148752765359561,0.18454095503492599,-0.16192191976160925,-0.14824906614502356,9.0,talent,9.0,-1.0,-1.0
